,Unnamed: 0,Unnamed: 0.1,vendor_name,Trip_Pickup_DateTime,Trip_Dropoff_DateTime,Passenger_Count,Trip_Distance,Start_Lon,Start_Lat,Rate_Code,store_and_forward,End_Lon,End_Lat,Payment_Type,Fare_Amt,surcharge,mta_tax,Tip_Amt,Tolls_Amt,Total_Amt
387094,393602,11412238,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,1.08,-73.981645,40.7526,,,-73.99127,40.738667,CASH,6.1,0.0,,0.0,0.0,6.1
25279,25695,741062,VTS,2009-01-15 12:28:00,2009-01-15 12:51:00,5,2.81,-73.993305,40.749557,,,-73.963617,40.764415,CASH,13.3,0.0,,0.0,0.0,13.3
79203,80571,2336229,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,1.49,-73.95613299999998,40.781513,,,-73.975738,40.781555,CASH,6.1,0.0,,0.0,0.0,6.1
87678,89180,2586174,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,0.64,-73.986095,40.756588,,,-73.99448499999998,40.755207,CASH,5.3,0.0,,0.0,0.0,5.3
381440,387837,11244862,VTS,2009-01-15 12:28:00,2009-01-15 12:36:00,1,1.06,-73.96268999999998,40.76643,,,-73.95004299999998,40.772072,Credit,6.5,0.0,,1.3,0.0,7.8
352083,358020,10378682,VTS,2009-01-15 12:28:00,2009-01-15 12:44:00,1,1.04,-73.990893,40.750263,,,-73.986737,40.740583,Credit,8.099999999999998,0.0,,1.0,0.0,9.1
216960,220560,6398031,VTS,2009-01-15 12:28:00,2009-01-15 12:31:00,1,0.55,-73.960105,40.7806,,,-73.965113,40.775032,CASH,3.7,0.0,,0.0,0.0,3.7
381141,387536,11236230,VTS,2009-01-15 12:28:00,2009-01-15 12:59:00,5,4.05,-73.969863,40.765168,,,-74.002137,40.71906,CASH,16.9,0.0,,0.0,0.0,16.9
231381,235235,6824394,VTS,2009-01-15 12:28:00,2009-01-15 12:37:00,1,2.28,-73.987992,40.774588,,,-73.994658,40.750438,CASH,8.099999999999998,0.0,,0.0,0.0,8.099999999999998
122833,124912,3626980,VTS,2009-01-15 12:28:00,2009-01-15 12:37:00,2,1.1,-74.004058,40.725642,,,-73.99424,40.719715,CASH,6.9,0.0,,0.0,0.0,6.9
364229,370341,10734736,VTS,2009-01-15 12:28:00,2009-01-15 12:43:00,1,2.07,-73.98622299999998,40.734633,,,-74.00769699999998,40.71781,CASH,9.7,0.0,,0.0,0.0,9.7
251114,255311,7405157,VTS,2009-01-15 12:28:00,2009-01-15 12:33:00,6,1.24,-73.96266,40.776445,,,-73.97427299999998,40.787375,CASH,5.3,0.0,,0.0,0.0,5.3
452147,459740,13320795,VTS,2009-01-15 12:28:00,2009-01-15 12:40:00,1,1.37,-73.98359999999998,40.738992,,,-73.977123,40.746905,CASH,7.7,0.0,,0.0,0.0,7.7
354728,360704,10454225,VTS,2009-01-15 12:28:00,2009-01-15 12:39:00,2,1.86,-73.990222,40.75597,,,-73.966302,40.761875,CASH,8.099999999999998,0.0,,0.0,0.0,8.099999999999998
354770,360746,10456406,VTS,2009-01-15 12:28:00,2009-01-15 12:36:00,1,1.3,-73.98924499999998,40.76821,,,-73.979258,40.784813,CASH,6.1,0.0,,0.0,0.0,6.1
98181,99863,2899601,VTS,2009-01-15 12:28:00,2009-01-15 12:33:00,1,1.45,-73.961037,40.769025,,,-73.95366199999998,40.784762,CASH,5.7,0.0,,0.0,0.0,5.7
51363,52250,1509947,VTS,2009-01-15 12:28:00,2009-01-15 12:37:00,2,1.49,-73.95699999999998,40.774027,,,-73.97717,40.777138,CASH,7.3,0.0,,0.0,0.0,7.3
7178,7286,208913,VTS,2009-01-15 12:28:00,2009-01-15 12:39:00,1,1.77,-73.994653,40.734627,,,-73.99754299999998,40.713443,CASH,8.099999999999998,0.0,,0.0,0.0,8.099999999999998
440819,448229,12992212,VTS,2009-01-15 12:28:00,2009-01-15 12:50:00,1,5.88,-73.969358,40.763432,,,-74.007112,40.703683,CASH,17.7,0.0,,0.0,0.0,17.7
52967,53891,1558073,VTS,2009-01-15 12:28:00,2009-01-15 12:37:00,1,1.14,-73.976067,40.76363,,,-73.98338699999998,40.749443,CASH,6.5,0.0,,0.0,0.0,6.5
130589,132796,3858549,VTS,2009-01-15 12:28:00,2009-01-15 12:43:00,1,2.55,-74.005448,40.74582,,,-73.975723,40.760823,CASH,9.7,0.0,,0.0,0.0,9.7
371692,377935,10955299,VTS,2009-01-15 12:28:00,2009-01-15 12:41:00,5,2.04,-74.258497,40.801992,,,-74.256012,40.809702,CASH,8.5,0.0,,0.0,0.0,8.5
229637,233462,6772249,VTS,2009-01-15 12:28:00,2009-01-15 12:39:00,5,1.0,-73.90204699999998,40.764047,,,-73.90204799999998,40.764047,CASH,4.5,0.0,,0.0,0.0,4.5
407638,414473,12019558,VTS,2009-01-15 12:28:00,2009-01-15 12:31:00,1,0.39,-73.98317,40.74734,,,-73.98008299999998,40.751527,CASH,3.7,0.0,,0.0,0.0,3.7
13120,13325,384902,VTS,2009-01-15 12:28:00,2009-01-15 12:33:00,2,0.82,-73.98195699999998,40.751482,,,-73.98287,40.759575,CASH,4.9,0.0,,0.0,0.0,4.9
268062,272548,7905887,VTS,2009-01-15 12:28:00,2009-01-15 12:26:00,5,1.22,-73.969757,40.784628,,,-73.967302,40.798265,Credit,5.7,0.0,,1.2,0.0,6.9
202783,206150,5980520,VTS,2009-01-15 12:28:00,2009-01-15 12:38:00,4,3.7,-73.99416999999998,40.751137,,,-74.015985,40.716207,Credit,11.7,0.0,,3.0,0.0,14.7
78667,80024,2320350,VTS,2009-01-15 12:28:00,2009-01-15 12:33:00,5,1.5,-74.01183799999998,40.709547,,,-74.00229199999998,40.729312,CASH,5.7,0.0,,0.0,0.0,5.7
22936,23311,672855,VTS,2009-01-15 12:28:00,2009-01-15 12:47:00,1,11.77,-73.870923,40.773765,,,-73.975668,40.750783,Credit,28.1,0.0,,2.0,4.15,34.25
286438,291255,8450970,VTS,2009-01-15 12:28:00,2009-01-15 12:41:00,1,2.17,-73.979185,40.754282,,,-73.95306999999998,40.76672,CASH,8.9,0.0,,0.0,0.0,8.9
319718,325096,9428356,VTS,2009-01-15 12:28:00,2009-01-15 12:45:00,1,3.92,-73.86315,40.769867,,,-73.86315,40.769867,CASH,13.3,0.0,,0.0,0.0,13.3
7532,7647,219037,VTS,2009-01-15 12:28:00,2009-01-15 12:40:00,1,1.35,-73.974497,40.749967,,,-73.97752199999998,40.764302,CASH,7.7,0.0,,0.0,0.0,7.7
145815,148286,4300236,VTS,2009-01-15 12:28:00,2009-01-15 12:37:00,1,1.51,-73.954273,40.765875,,,-73.97274299999998,40.758568,Credit,7.7,0.0,,1.0,0.0,8.699999999999998
362031,368114,10670741,VTS,2009-01-15 12:28:00,2009-01-15 12:31:00,5,0.51,-73.981342,40.746863,,,-73.982307,40.742705,Credit,4.1,0.0,,0.75,0.0,4.85
285888,290699,8435369,VTS,2009-01-15 12:28:00,2009-01-15 12:46:00,2,3.22,-73.996718,40.75276,,,-74.00145999999998,40.71593,CASH,11.3,0.0,,0.0,0.0,11.3
407332,414166,12010464,VTS,2009-01-15 12:28:00,2009-01-15 12:36:00,2,1.65,-73.98561499999998,40.75681,,,-73.98,40.775313,CASH,7.3,0.0,,0.0,0.0,7.3
315896,321205,9315472,VTS,2009-01-15 12:28:00,2009-01-15 12:27:00,1,2.71,-73.97390699999998,40.759243,,,-73.96661299999998,40.78989,CASH,10.9,0.0,,0.0,0.0,10.9
21283,21625,624297,VTS,2009-01-15 12:28:00,2009-01-15 13:06:00,1,18.61,-73.97119999999998,40.754477,,,-74.177952,40.695517,Credit,75.0,0.0,,15.0,8.0,98.0
239175,243146,7055512,VTS,2009-01-15 12:28:00,2009-01-15 12:36:00,1,2.43,-73.997623,40.724143,,,-73.99285,40.697778,CASH,7.7,0.0,,0.0,0.0,7.7
325104,330564,9583099,VTS,2009-01-15 12:28:00,2009-01-15 12:50:00,2,7.730000000000001,-73.976675,40.758498,,,-73.94108699999998,40.841665,CASH,20.9,0.0,,0.0,0.0,20.9
316246,321559,9326790,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,2,1.0,-73.98057,40.764788,,,-73.992512,40.758622,CASH,5.7,0.0,,0.0,0.0,5.7
378573,384918,11160072,CMT,2009-01-15 12:28:00,2009-01-15 12:33:57,3,0.6999999999999998,-73.987891,40.733368,,,-73.99511099999998,40.727071,Cash,4.9,0.0,,0.0,0.0,4.9
316248,321561,9326792,VTS,2009-01-15 12:28:00,2009-01-15 12:47:00,1,2.95,-73.96849,40.76428,,,-73.996373,40.731972,CASH,12.1,0.0,,0.0,0.0,12.1
371056,377287,10936786,VTS,2009-01-15 12:28:00,2009-01-15 13:02:00,1,3.94,-74.005155,40.720087,,,-73.98229,40.765438,Credit,18.1,0.0,,3.62,0.0,21.72
355150,361135,10467280,VTS,2009-01-15 12:28:00,2009-01-15 12:43:00,1,0.8800000000000001,-73.98734799999998,40.744157,,,-73.995203,40.749923,Credit,9.7,0.0,,2.0,0.0,11.7
437455,444809,12891406,VTS,2009-01-15 12:28:00,2009-01-15 12:36:00,5,1.46,-73.98979,40.775835,,,-73.984718,40.762843,CASH,6.5,0.0,,0.0,0.0,6.5
156909,159532,4624273,VTS,2009-01-15 12:28:00,2009-01-15 12:43:00,5,10.56,-73.989205,40.757753,,,-73.86177499999998,40.768457,Credit,26.5,0.0,,5.3,0.0,31.8
358430,364460,10562307,VTS,2009-01-15 12:28:00,2009-01-15 12:42:00,5,4.45,-73.972198,40.79479,,,-73.97360999999998,40.762967,Credit,14.9,0.0,,2.0,0.0,16.9
171630,174490,5063666,VTS,2009-01-15 12:28:00,2009-01-15 12:47:00,1,4.5,-73.962857,40.810913,,,-73.968672,40.760485,Credit,14.5,0.0,,3.0,0.0,17.5
355432,361422,10474711,VTS,2009-01-15 12:28:00,2009-01-15 12:34:00,1,1.12,-73.98415699999998,40.744957,,,-73.988997,40.756125,Credit,6.1,0.0,,1.5,0.0,7.599999999999999
324168,329619,9557476,VTS,2009-01-15 12:28:00,2009-01-15 12:36:00,5,1.16,-73.998777,40.734765,,,-73.98180499999998,40.732402,CASH,6.1,0.0,,0.0,0.0,6.1
249396,253559,7354896,VTS,2009-01-15 12:28:00,2009-01-15 12:20:00,1,0.7099999999999999,-73.954623,40.78819,,,-73.965968,40.793383,Credit,4.1,0.0,,0.9,0.0,5.0
152871,155439,4507873,VTS,2009-01-15 12:28:00,2009-01-15 12:41:00,1,2.05,-73.981767,40.758095,,,-74.004115,40.747833,CASH,8.5,0.0,,0.0,0.0,8.5
74758,76046,2204573,VTS,2009-01-15 12:28:00,2009-01-15 12:37:00,1,1.47,-74.008103,40.738685,,,-74.00018199999998,40.723672,CASH,6.5,0.0,,0.0,0.0,6.5
273548,278144,8065641,VTS,2009-01-15 12:28:00,2009-01-15 12:33:00,1,1.18,-73.975063,40.741498,,,-73.990307,40.75045,Credit,6.9,0.0,,1.25,0.0,8.15
176920,179879,5219785,VTS,2009-01-15 12:28:00,2009-01-15 12:34:00,2,1.25,-73.96261,40.794353,,,-73.951952,40.809193,CASH,5.7,0.0,,0.0,0.0,5.7
444547,452017,13102168,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,1.3,-73.97246,40.743378,,,-73.982307,40.752277,CASH,5.7,0.0,,0.0,0.0,5.7
134341,136622,3968833,VTS,2009-01-15 12:28:00,2009-01-15 12:45:00,1,2.97,-73.972868,40.749743,,,-73.95349,40.785262,CASH,10.9,0.0,,0.0,0.0,10.9
294482,299425,8686794,VTS,2009-01-15 12:28:00,2009-01-15 12:34:00,2,1.53,-73.978183,40.752202,,,-74.00275,40.760553,Credit,6.9,0.0,,1.0,0.0,7.9
254258,258518,7499585,VTS,2009-01-15 12:28:00,2009-01-15 12:34:00,1,1.33,-73.95469699999998,40.764637,,,-73.955263,40.778747,Credit,6.1,0.0,,1.0,0.0,7.1
461158,468903,13585280,VTS,2009-01-15 12:28:00,2009-01-15 12:33:00,5,1.14,-74.006477,40.744743,,,-73.99222,40.737348,Credit,6.1,0.0,,2.0,0.0,8.099999999999998
15095,15334,442738,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,1.02,-73.99034,40.756602,,,-73.974478,40.750545,CASH,5.3,0.0,,0.0,0.0,5.3
128034,130197,3780567,VTS,2009-01-15 12:28:00,2009-01-15 13:06:00,5,19.75,-73.788037,40.641567,,,-74.01209,40.706818,Credit,45.0,0.0,,4.0,0.0,49.0
80840,82238,2384090,VTS,2009-01-15 12:28:00,2009-01-15 12:34:00,1,0.8800000000000001,-73.994945,40.760243,,,-73.99152999999998,40.770438,Credit,4.1,0.0,,0.55,0.0,4.65
252920,257153,7460090,VTS,2009-01-15 12:28:00,2009-01-15 12:38:00,1,2.83,-73.959852,40.773328,,,-73.98025199999998,40.73917,CASH,9.7,0.0,,0.0,0.0,9.7
422197,429266,12440402,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,0.8499999999999999,-73.991648,40.731392,,,-74.000478,40.73732,CASH,5.3,0.0,,0.0,0.0,5.3
364818,370942,10750578,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,2,1.16,-73.94854499999998,40.634492,,,-73.94854499999998,40.634492,CASH,5.7,0.0,,0.0,0.0,5.7
67222,68383,1981415,VTS,2009-01-15 12:28:00,2009-01-15 12:45:00,1,1.76,-74.00682,40.730163,,,-73.986928,40.73928,CASH,10.9,0.0,,0.0,0.0,10.9
215612,219191,6358229,VTS,2009-01-15 12:28:00,2009-01-15 12:30:00,5,0.53,-73.982613,40.722962,,,-73.98506299999998,40.7284,CASH,3.7,0.0,,0.0,0.0,3.7
64973,66100,1913490,VTS,2009-01-15 12:28:00,2009-01-15 12:34:00,1,0.8599999999999999,-73.973605,40.75739,,,-73.961837,40.760265,CASH,4.9,0.0,,0.0,0.0,4.9
37688,38330,1105422,VTS,2009-01-15 12:28:00,2009-01-15 12:32:00,1,0.51,-73.980455,40.760195,,,-73.984913,40.757172,CASH,4.5,0.0,,0.0,0.0,4.5
56687,57673,1670118,VTS,2009-01-15 12:28:00,2009-01-15 12:37:00,2,1.21,-73.98104499999998,40.774053,,,-73.964813,40.76948,CASH,6.9,0.0,,0.0,0.0,6.9
133938,136214,3957316,VTS,2009-01-15 12:28:00,2009-01-15 12:51:00,5,2.07,-73.96782299999998,40.762433,,,-73.99091,40.745562,CASH,12.5,0.0,,0.0,0.0,12.5
121041,123090,3576303,VTS,2009-01-15 12:28:00,2009-01-15 12:36:00,1,1.6,-73.974958,40.792675,,,-73.962737,40.811302,CASH,6.5,0.0,,0.0,0.0,6.5
308322,313514,9094962,VTS,2009-01-15 12:28:00,2009-01-15 12:34:00,1,1.11,-73.953748,40.780167,,,-73.96646699999998,40.76741,CASH,5.7,0.0,,0.0,0.0,5.7
348691,354555,10275852,VTS,2009-01-15 12:28:00,2009-01-15 12:33:00,1,1.33,-73.954368,40.77817,,,-73.94898,40.793463,CASH,5.3,0.0,,0.0,0.0,5.3
261761,266129,7718853,VTS,2009-01-15 12:28:00,2009-01-15 12:32:00,1,1.97,-73.98749999999998,40.770458,,,-73.96835699999998,40.791362,CASH,6.9,0.0,,0.0,0.0,6.9
450001,457561,13257347,VTS,2009-01-15 12:28:00,2009-01-15 12:45:00,1,1.19,-73.994735,40.73998,,,-73.981655,40.746198,Credit,8.9,0.0,,2.0,0.0,10.9
60420,61478,1782763,VTS,2009-01-15 12:28:00,2009-01-15 12:55:00,1,3.7400000000000007,-73.97088499999998,40.767067,,,-74.002487,40.725077,CASH,15.7,0.0,,0.0,0.0,15.7
208772,212243,6155819,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,1.24,-73.98914,40.750188,,,-73.98362,40.763507,CASH,5.7,0.0,,0.0,0.0,5.7
195255,198495,5756153,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,2.42,-74.012675,40.702228,,,-74.01019499999998,40.732262,Credit,8.9,0.0,,2.0,0.0,10.9
348020,353877,10255565,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,0.99,-73.95976,40.77372,,,-73.970042,40.764732,CASH,5.3,0.0,,0.0,0.0,5.3
87723,89226,2588366,VTS,2009-01-15 12:28:00,2009-01-15 12:39:00,5,3.03,-73.99267,40.75873,,,-73.96410799999998,40.777708,Credit,10.9,0.0,,3.0,0.0,13.9
9553,9698,279765,VTS,2009-01-15 12:28:00,2009-01-15 12:40:00,1,1.05,-73.978638,40.761478,,,-73.97938499999998,40.753815,CASH,7.3,0.0,,0.0,0.0,7.3
451760,459349,13309886,VTS,2009-01-15 12:28:00,2009-01-15 12:43:00,2,2.5,-73.981025,40.765483,,,-73.95748299999998,40.782255,CASH,10.1,0.0,,0.0,0.0,10.1
196246,199503,5787259,CMT,2009-01-15 12:28:00,2009-01-15 12:37:21,1,1.9,-73.971385,40.754606,,,-73.953512,40.779663,Credit,7.7,0.0,,1.0,0.0,8.699999999999998
332097,337658,9792184,VTS,2009-01-15 12:28:00,2009-01-15 12:32:00,1,1.7,-73.99889799999998,40.754483,,,-74.004305,40.733688,CASH,7.3,0.0,,0.0,0.0,7.3
233349,237241,6882458,VTS,2009-01-15 12:28:00,2009-01-15 12:31:00,5,0.51,-73.954205,40.786867,,,-73.953985,40.781548,CASH,4.9,0.0,,0.0,0.0,4.9
451607,459194,13305826,VTS,2009-01-15 12:28:00,2009-01-15 12:37:00,2,1.19,-73.986103,40.75664,,,-73.99701299999998,40.742012,CASH,6.5,0.0,,0.0,0.0,6.5
463085,470869,13641709,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,1.07,-73.96558799999998,40.805575,,,-73.96558799999998,40.805575,CASH,5.7,0.0,,0.0,0.0,5.7
178982,181980,5279315,VTS,2009-01-15 12:28:00,2009-01-15 12:31:00,5,0.7199999999999999,-73.987367,40.75977,,,-73.99019699999998,40.756142,Credit,5.3,0.0,,0.0,0.0,5.3
463076,470860,13641612,VTS,2009-01-15 12:28:00,2009-01-15 12:32:00,1,0.89,-73.948583,40.813725,,,-73.95373999999998,40.802848,CASH,4.9,0.0,,0.0,0.0,4.9
224,227,6245,VTS,2009-01-15 12:28:00,2009-01-15 12:33:00,5,0.66,-73.960137,40.766272,,,-73.96916799999998,40.765827,CASH,4.9,0.0,,0.0,0.0,4.9
159265,161924,4691204,CMT,2009-01-15 12:28:00,2009-01-15 12:41:15,1,1.5,-73.98228899999998,40.769218,,,-73.975762,40.782109,Cash,8.5,0.0,,0.0,0.0,8.5
197218,200489,5814210,VTS,2009-01-15 12:28:00,2009-01-15 12:39:00,1,1.04,-73.972668,40.752795,,,-73.98683699999998,40.752893,Credit,7.3,0.0,,2.0,0.0,9.3
276074,280723,8143133,VTS,2009-01-15 12:28:00,2009-01-15 12:47:00,5,3.27,-73.96110299999998,40.755912,,,-73.965765,40.790235,CASH,12.5,0.0,,0.0,0.0,12.5
35173,35775,1030575,VTS,2009-01-15 12:28:00,2009-01-15 12:36:00,2,0.93,-73.97883,40.749947,,,-73.991478,40.749447,CASH,5.7,0.0,,0.0,0.0,5.7
185990,189074,5480513,VTS,2009-01-15 12:28:00,2009-01-15 12:41:00,1,1.01,-73.99516199999998,40.73919,,,-73.994878,40.750172,CASH,7.7,0.0,,0.0,0.0,7.7
334832,340446,9870211,VTS,2009-01-15 12:28:00,2009-01-15 12:36:00,2,0.75,-73.987155,40.75056,,,-73.97938499999998,40.744503,CASH,5.3,0.0,,0.0,0.0,5.3
74681,75969,2202325,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,1.56,-73.961078,40.780873,,,-73.980778,40.778177,CASH,6.1,0.0,,0.0,0.0,6.1
119209,121235,3522269,VTS,2009-01-15 12:28:00,2009-01-15 12:30:00,1,0.69,-73.967967,40.801525,,,-73.96410799999998,40.794703,CASH,4.5,0.0,,0.0,0.0,4.5
128651,130821,3799140,VTS,2009-01-15 12:28:00,2009-01-15 12:34:00,1,1.58,-73.976025,40.788462,,,-73.953743,40.779458,CASH,8.5,0.0,,0.0,0.0,8.5
427473,434642,12599059,VTS,2009-01-15 12:28:00,2009-01-15 12:38:00,5,2.16,-73.980092,40.78532,,,-73.95121799999998,40.770262,Credit,9.7,0.0,,1.0,0.0,10.7
137589,139930,4061488,CMT,2009-01-15 12:28:00,2009-01-15 12:35:47,1,0.6999999999999998,-73.98760199999998,40.741287,,,-73.992022,40.749364,Cash,5.7,0.0,,0.0,0.0,5.7
446734,454248,13165154,VTS,2009-01-15 12:28:00,2009-01-15 12:32:00,1,0.4699999999999999,-73.96416,40.770533,,,-73.95837199999998,40.772803,CASH,4.1,0.0,,0.0,0.0,4.1
273996,278599,8078678,VTS,2009-01-15 12:28:00,2009-01-15 12:38:00,1,2.01,-73.97557999999998,40.719137,,,-73.97637,40.739363,CASH,8.099999999999998,0.0,,0.0,0.0,8.099999999999998
196562,199828,5796200,VTS,2009-01-15 12:28:00,2009-01-15 12:49:00,1,2.37,-73.980683,40.733917,,,-73.986163,40.758167,CASH,11.7,0.0,,0.0,0.0,11.7
92916,94504,2741681,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,1,0.75,-73.965275,40.763517,,,-73.972722,40.758543,CASH,5.3,0.0,,0.0,0.0,5.3
350202,356102,10321465,VTS,2009-01-15 12:28:00,2009-01-15 12:38:00,1,1.95,-73.98169699999998,40.77825,,,-73.960605,40.769752,Credit,8.5,0.0,,0.0,0.0,8.5
108377,110224,3202804,VTS,2009-01-15 12:28:00,2009-01-15 12:53:00,1,9.69,-73.862812,40.769072,,,-73.965355,40.774842,CASH,23.7,0.0,,0.0,0.0,23.7
236634,240570,6978957,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,2,1.02,-73.986222,40.73429,,,-73.974832,40.7421,CASH,5.7,0.0,,0.0,0.0,5.7
150279,152818,4433189,VTS,2009-01-15 12:28:00,2009-01-15 12:28:00,1,1.8,-74.006243,40.714037,,,-73.99245999999998,40.698537,Credit,6.5,0.0,,2.0,0.0,8.5
59999,61040,1769740,VTS,2009-01-15 12:28:00,2009-01-15 12:48:00,1,3.58,-73.98267,40.772148,,,-73.99043,40.742148,CASH,13.3,0.0,,0.0,0.0,13.3
382767,389182,11284081,VTS,2009-01-15 12:28:00,2009-01-15 12:38:00,1,1.25,-73.95919999999998,40.774433,,,-73.970372,40.75832,CASH,6.5,0.0,,0.0,0.0,6.5
169307,172136,4992798,VTS,2009-01-15 12:28:00,2009-01-15 12:35:00,5,1.05,-73.977192,40.74253,,,-73.989785,40.736857,CASH,5.3,0.0,,0.0,0.0,5.3
350466,356372,10328633,VTS,2009-01-15 12:28:00,2009-01-15 12:40:00,1,1.22,-73.97462,40.756505,,,-73.989242,40.752552,CASH,7.3,0.0,,0.0,0.0,7.3
38716,39378,1137573,VTS,2009-01-15 12:28:00,2009-01-15 12:32:00,5,1.15,-73.97211699999998,40.791563,,,-73.96137199999998,40.806122,CASH,4.9,0.0,,0.0,0.0,4.9
9035,9171,264896,VTS,2009-01-15 12:28:00,2009-01-15 12:33:00,5,0.96,-73.981228,40.7497,,,-73.974213,40.762375,Credit,6.1,0.0,,1.0,0.0,7.1
366370,372524,10797173,VTS,2009-01-15 12:28:00,2009-01-15 12:34:00,1,0.5,-73.972485,40.748932,,,-73.97561799999998,40.751952,CASH,4.5,0.0,,0.0,0.0,4.5
356105,362102,10496057,CMT,2009-01-15 12:28:01,2009-01-15 12:37:59,1,0.8999999999999999,-73.97257999999998,40.748751,,,-73.98055499999998,40.748628,Cash,6.5,0.0,,0.0,0.0,6.5
4133,4188,118639,CMT,2009-01-15 12:28:02,2009-01-15 12:36:05,3,1.4,-73.98048799999998,40.742423,,,-73.997921,40.754048,Cash,6.5,0.0,,0.0,0.0,6.5
296070,301039,8735520,CMT,2009-01-15 12:28:02,2009-01-15 12:42:36,2,1.7,-73.983303,40.7414,,,-73.987437,40.758649,Cash,8.9,0.0,,0.0,0.0,8.9
34967,35566,1024670,DDS,2009-01-15 12:28:02,2009-01-15 12:42:32,2,2.5,-73.996984,40.742037,,,-74.01017899999998,40.709157,CASH,9.7,0.0,,0.0,0.0,9.7
166678,169449,4911382,CMT,2009-01-15 12:28:03,2009-01-15 12:36:29,1,0.6999999999999998,-73.985389,40.744239,,,-73.99248299999998,40.749564,Credit,5.7,0.0,,1.42,0.0,7.12
105302,107100,3112950,CMT,2009-01-15 12:28:03,2009-01-15 12:52:49,2,4.0,-73.95833899999998,40.781361,,,-73.995204,40.733735,Cash,15.3,0.0,,0.0,0.0,15.3
448892,456437,13225739,CMT,2009-01-15 12:28:04,2009-01-15 12:38:15,1,2.0,-73.958399,40.815288,,,-73.940348,40.841384,Cash,8.5,0.0,,0.0,0.0,8.5
73254,74513,2160780,CMT,2009-01-15 12:28:04,2009-01-15 12:36:18,1,0.8,-73.999645,40.753859,,,-73.993684,40.747182,Cash,6.1,0.0,,0.0,0.0,6.1
418017,425027,12318312,CMT,2009-01-15 12:28:04,2009-01-15 12:46:41,1,2.9,-73.975942,40.74874,,,-74.00323199999998,40.725171,Credit,11.7,0.0,,2.92,0.0,14.62
142872,145296,4214832,DDS,2009-01-15 12:28:04,2009-01-15 12:41:26,1,1.0,-73.966426,40.764334,,,-73.966615,40.75472,CASH,7.7,0.0,,0.0,0.0,7.7
220102,223758,6491894,DDS,2009-01-15 12:28:04,2009-01-15 12:38:15,1,0.9,-73.986087,40.759114,,,-74.002764,40.760532,CREDIT,6.1,0.0,,1.5,0.0,7.599999999999999
116529,118512,3444061,DDS,2009-01-15 12:28:05,2009-01-15 12:39:00,1,1.2,-73.97713299999998,40.77673,,,-73.975806,40.78891,CASH,6.9,0.0,,0.0,0.0,6.9
376410,382728,11095885,CMT,2009-01-15 12:28:05,2009-01-15 12:38:22,1,3.399999999999999,-73.98251,40.754067,,,-73.97856299999998,40.71587,Cash,10.5,0.0,,0.0,0.0,10.5
13923,14142,407566,CMT,2009-01-15 12:28:05,2009-01-15 12:33:23,1,0.8999999999999999,-73.954293,40.77438,,,-73.950292,40.783744,Credit,4.9,0.0,,1.3,0.0,6.2
272525,277104,8035845,CMT,2009-01-15 12:28:05,2009-01-15 13:05:15,1,3.7,-74.002865,40.723408,,,-73.980558,40.764484,Cash,19.3,0.0,,0.0,0.0,19.3
283664,288427,8371051,CMT,2009-01-15 12:28:05,2009-01-15 12:35:30,1,1.4,-74.004428,40.724507,,,-74.003769,40.740273,Credit,6.1,0.0,,1.0,0.0,7.1
228159,231956,6731717,CMT,2009-01-15 12:28:05,2009-01-15 12:31:46,1,0.6999999999999998,-73.978291,40.764028,,,-73.981978,40.771782,Cash,4.1,0.0,,0.0,0.0,4.1
297887,302883,8788354,CMT,2009-01-15 12:28:05,2009-01-15 12:44:43,1,3.5,-73.96505899999998,40.772469,,,-74.003867,40.747592,Cash,11.7,0.0,,0.0,0.0,11.7
435656,442970,12837593,CMT,2009-01-15 12:28:06,2009-01-15 12:37:45,2,1.5,-73.975279,40.751182,,,-73.95984,40.762915,Cash,7.3,0.0,,0.0,0.0,7.3
4229,4286,121463,CMT,2009-01-15 12:28:07,2009-01-15 12:47:10,2,6.9,-73.963841,40.76127,,,-73.87889599999998,40.756491,Cash,18.5,0.0,,0.0,0.0,18.5
290668,295560,8575225,CMT,2009-01-15 12:28:07,2009-01-15 12:29:33,1,0.4,-73.981426,40.78182,,,-73.97700399999998,40.787543,Cash,3.3,0.0,,0.0,0.0,3.3
292586,297508,8632703,CMT,2009-01-15 12:28:08,2009-01-15 12:37:49,2,1.2,-73.98487799999998,40.767097,,,-73.979988,40.780762,Cash,6.9,0.0,,0.0,0.0,6.9
